Alkaline Hydrolysis,Other Electrolysis,PEM,SOEC
0.0002009442260790984,0.0,0.19812280219780218,0.0
0.0002009442260790984,0.0,0.23560549450549445,0.0
0.0002009442260790984,0.0,0.24096016483516483,0.0
0.0002009442260790984,0.0,0.2570241758241758,0.0
0.0002009442260790984,0.0,0.36411758241758235,0.0
0.0002009442260790984,0.0,1.0,0.0
0.0002009442260790984,0.0,1.0,0.0
0.00023484170011403398,0.0,0.0,0.0
0.00028956009452997875,0.0,0.0,0.0
0.00028956009452997875,0.0,0.0,0.0
0.00028956009452997875,0.0,0.0,0.0
0.0003365341222188409,0.0,0.0,0.0
0.0003365341222188409,0.0,0.0,0.0
0.0003365341222188409,0.0,0.0,0.0
0.0003717874952151739,0.0,0.0,0.0
0.0003365341222188409,0.0,0.0,0.0
0.00040432907028871206,0.0,0.0,0.0
0.0003717874952151739,0.0,0.0,0.0
0.00047212401835858324,0.0,0.0,0.0
0.00047212401835858324,0.0,0.0,0.0
0.0005060214923935189,0.0,0.0,0.0
0.0005060214923935189,0.0,0.0,0.0
0.0005399189664284545,0.0,0.0,0.0
0.0005589015518880185,0.0,0.0,0.0
0.0006077139144983259,0.0,0.0,0.0
0.0006077139144983259,0.0,0.0,0.0
0.0006077139144983259,0.0,0.0,0.0
0.000675508862568197,0.0,0.0,0.0
0.000675508862568197,0.0,0.0,0.0
0.000675508862568197,0.0,0.0,0.0
0.000675508862568197,0.0,0.0,0.0
0.000675508862568197,0.0,0.0,0.0
0.000675508862568197,0.0,0.0,0.0
0.000675508862568197,0.0,0.0,0.0
0.000675508862568197,0.0,0.0,0.0
0.000675508862568197,0.0,0.0,0.0
0.000675508862568197,0.0,0.0,0.0
0.000675508862568197,0.0,0.0,0.0
0.0008110987587079396,0.0,0.0,0.0
0.0008735615198509668,0.0,0.0,0.0
0.0008788937067778108,0.0,0.0,0.0
0.0009466886548476819,0.0,0.0,0.0
0.0010144836029175532,0.0,0.0,0.0
0.0010144836029175532,0.0,0.0,0.0
0.0010822785509874244,0.0,0.0,0.0
0.0011839709730922315,0.0,0.0,0.0
0.0013534583432669096,0.0,0.0,0.0
0.0013534583432669096,0.0,0.0,0.0
0.0013534583432669096,0.0,0.0,0.0
0.0013534583432669096,0.0,0.0,0.0
0.0013534583432669096,0.0,0.0,0.0
0.0013534583432669096,0.0,0.0,0.0
0.0013534583432669096,0.0,0.0,0.0
0.0013534583432669096,0.0,0.0,0.0
0.0013534583432669096,0.0,0.0,0.0
0.0013534583432669096,0.0,0.0,0.0
0.0013534583432669096,0.0,0.0,0.0
0.0013534583432669096,0.0,0.0,0.0
0.0013534583432669096,0.0,0.0,0.0
0.0013822034012485349,0.0,0.0,0.0
0.001692433083616266,0.0,0.0,0.0
0.001692433083616266,0.0,0.0,0.0
0.001692433083616266,0.0,0.0,0.0
0.0017602280316861372,0.0,0.0,0.0
0.0020992027720354934,0.0,0.0,0.0
0.0021669977201053646,0.0,0.0,0.0
0.0023703825643149783,0.0,0.0,0.0
0.0027093573046643345,0.0,0.0,0.0
0.0027093573046643345,0.0,0.0,0.0
0.0027093573046643345,0.0,0.0,0.0
0.0027093573046643345,0.0,0.0,0.0
0.002877566410849701,0.0,0.0,0.0
0.0030483320450136906,0.0,0.0,0.0
0.003387306785363047,0.0,0.0,0.0
0.003387306785363047,0.0,0.0,0.0
0.003387306785363047,0.0,0.0,0.0
0.003387306785363047,0.0,0.0,0.0
0.003387306785363047,0.0,0.0,0.0
0.003387306785363047,0.0,0.0,0.0
0.003726281525712403,0.0,0.0,0.0
0.006099104708157896,0.0,0.0,0.0
0.006099104708157896,0.0,0.0,0.0
0.006275574704070107,0.0,0.0,0.0
0.006777054188856609,0.0,0.0,0.0
0.006777054188856609,0.0,0.0,0.0
0.006777054188856609,0.0,0.0,0.0
0.006777054188856609,0.0,0.0,0.0
0.006777054188856609,0.0,0.0,0.0
0.006777054188856609,0.0,0.0,0.0
0.008132953150254033,0.0,0.0,0.0
0.011522700553747597,0.0,0.0,0.0
0.013556548995843734,0.0,0.0,0.0
0.013556548995843734,0.0,0.0,0.0
0.013556548995843734,0.0,0.0,0.0
0.013556548995843734,0.0,0.0,0.0
0.015830287254187107,0.0,0.0,0.0
0.02033604380283086,0.0,0.0,0.0
0.02033604380283086,0.0,0.0,0.0
0.02033604380283086,0.0,0.0,0.0
0.02033604380283086,0.0,0.0,0.0
0.02033604380283086,0.0,0.0,0.0
0.02033604380283086,0.0,0.0,0.0
0.025611656983667217,0.0,0.0,0.0
0.027115538609817982,0.0,0.0,0.0
0.030505286013311546,0.0,0.0,0.0
0.030505286013311546,0.0,0.0,0.0
0.030505286013311546,0.0,0.0,0.0
0.0338950334168051,0.0,0.0,0.0
0.03728478082029867,0.0,0.0,0.0
0.04677607355008064,0.0,0.0,0.0
0.047454023030779356,0.0,0.0,0.0
0.05762326524126004,0.0,0.0,0.0
0.05762326524126004,0.0,0.0,0.0
0.05965711368335618,0.0,0.0,0.0
0.06779250745174073,0.0,0.0,0.0
0.06779250745174073,0.0,0.0,0.0
0.06779250745174073,0.0,0.0,0.0
0.06779250745174073,0.0,0.0,0.0
0.06779250745174073,0.0,0.0,0.0
0.06779250745174073,0.0,0.0,0.0
0.06779250745174073,0.0,0.0,0.0
0.06779250745174073,0.0,0.0,0.0
0.08135149706571498,0.0,0.0,0.0
0.09152073927619567,0.0,0.0,0.0
0.09999780344368253,0.0,0.0,0.0
0.10168998148667635,0.0,0.0,0.0
0.11524897110065058,0.0,0.0,0.0
0.13558745552161194,0.0,0.0,0.0
0.13558745552161194,0.0,0.0,0.0
0.13558745552161194,0.0,0.0,0.0
0.14914644513558623,0.0,0.0,0.0
0.1762644243635347,0.0,0.0,0.0
0.18304391917052185,0.0,0.0,0.0
0.19660290878449607,0.0,0.0,0.0
0.20338240359148319,0.0,0.0,0.0
0.20338240359148319,0.0,0.0,0.0
0.20338240359148319,0.0,0.0,0.0
0.21016189839847038,0.0,0.0,0.0
0.2525337409421399,0.0,0.0,0.0
0.3389722997312257,0.0,0.0,0.0
0.35253128934519995,0.0,0.0,0.0
0.40676724780109696,0.0,0.0,0.0
0.45422371145000684,0.0,0.0,0.0
0.5423571439408394,0.0,0.0,0.0
0.5687971736880892,0.0,0.0,0.0
0.26007036972917136,0.0,0.0,0.0
1.0,0.0,0.0,0.0
